,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
1971,2011-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.85105,million MMBtu
1972,2011-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1959.16423,million MMBtu
1973,2011-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,131.47084,million MMBtu
1974,2011-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,236.48198,million MMBtu
1975,2011-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3022.74106,million MMBtu
1976,2011-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1125.09353,million MMBtu
1977,2011-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.79559,million MMBtu
1978,2011-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,3.39058,million MMBtu
1979,2011-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,994.15635,million MMBtu
1980,2011-02,US,U.S. Total,97,All Industrial,ALL,all fuels,241.16142,million MMBtu
1981,2011-02,US,U.S. Total,96,All Commercial,ALL,all fuels,15.18617,million MMBtu
1982,2011-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1897.64753,million MMBtu
1983,2011-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3279.08865,million MMBtu
1984,2011-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.67943,million MMBtu
1985,2011-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2891.80388,million MMBtu
1986,2011-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.88155,million MMBtu
1987,2011-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,130.93719,million MMBtu
1988,2011-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3789.10752,million MMBtu
1989,2011-01,US,U.S. Total,96,All Commercial,ALL,all fuels,17.32177,million MMBtu
1990,2011-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.39645,million MMBtu
1991,2011-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.56989,million MMBtu
1992,2011-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3503.34704,million MMBtu
1993,2011-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,148.72974,million MMBtu
1994,2011-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,263.2415,million MMBtu
1995,2011-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1135.34351,million MMBtu
1996,2011-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.19721,million MMBtu
1997,2011-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1284.07325,million MMBtu
1998,2011-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,3.75188,million MMBtu
1999,2011-01,US,U.S. Total,97,All Industrial,ALL,all fuels,268.43871,million MMBtu
2000,2011-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2219.27379,million MMBtu
2001,2011-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3354.6173,million MMBtu
2002,2010-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3337.86634,million MMBtu
2003,2010-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1145.07631,million MMBtu
2004,2010-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,3.75517,million MMBtu
2005,2010-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,261.73675,million MMBtu
2006,2010-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.17728,million MMBtu
2007,2010-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,2192.79002,million MMBtu
2008,2010-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,151.39614,million MMBtu
2009,2010-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.3367,million MMBtu
2010,2010-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3489.26247,million MMBtu
2011,2010-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3777.26837,million MMBtu
2012,2010-12,US,U.S. Total,97,All Industrial,ALL,all fuels,270.91403,million MMBtu
2013,2010-12,US,U.S. Total,96,All Commercial,ALL,all fuels,17.09186,million MMBtu
2014,2010-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.12261,million MMBtu
2015,2010-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1296.47245,million MMBtu
2016,2010-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.08196,million MMBtu
2017,2010-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3192.4932,million MMBtu
2018,2010-11,US,U.S. Total,97,All Industrial,ALL,all fuels,245.9328,million MMBtu
2019,2010-11,US,U.S. Total,96,All Commercial,ALL,all fuels,14.54835,million MMBtu
2020,2010-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,239.88041,million MMBtu
2021,2010-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,989.08917,million MMBtu
2022,2010-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,140.76171,million MMBtu
2023,2010-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.56625,million MMBtu
2024,2010-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1129.85087,million MMBtu
2025,2010-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.05239,million MMBtu
2026,2010-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2932.01205,million MMBtu
2027,2010-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2791.25034,million MMBtu
2028,2010-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1802.16118,million MMBtu
2029,2010-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.98209,million MMBtu
2030,2010-10,US,U.S. Total,96,All Commercial,ALL,all fuels,14.92233,million MMBtu
2031,2010-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1012.27888,million MMBtu
2032,2010-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,135.03195,million MMBtu
2033,2010-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1791.52975,million MMBtu
2034,2010-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1147.31082,million MMBtu
2035,2010-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.384,million MMBtu
2036,2010-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2803.80863,million MMBtu
2037,2010-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,241.29065,million MMBtu
2038,2010-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.69216,million MMBtu
2039,2010-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.32924,million MMBtu
2040,2010-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.59308,million MMBtu
2041,2010-10,US,U.S. Total,98,Electric Power,ALL,all fuels,2938.84057,million MMBtu
2042,2010-10,US,U.S. Total,97,All Industrial,ALL,all fuels,248.98281,million MMBtu
2043,2010-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3202.74571,million MMBtu
2044,2010-09,US,U.S. Total,97,All Industrial,ALL,all fuels,250.74194,million MMBtu
2045,2010-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.37068,million MMBtu
2046,2010-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.83755,million MMBtu
2047,2010-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3161.16227,million MMBtu
2048,2010-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1265.61404,million MMBtu
2049,2010-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.37126,million MMBtu
2050,2010-09,US,U.S. Total,96,All Commercial,ALL,all fuels,15.61718,million MMBtu
2051,2010-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.99077,million MMBtu
2052,2010-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.62641,million MMBtu
2053,2010-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1112.73097,million MMBtu
2054,2010-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,2048.43129,million MMBtu
2055,2010-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,152.88307,million MMBtu
2056,2010-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3580.40446,million MMBtu
2057,2010-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3314.04534,million MMBtu
2058,2010-08,US,U.S. Total,99,All Sectors,ALL,all fuels,4222.62765,million MMBtu
2059,2010-08,US,U.S. Total,96,All Commercial,ALL,all fuels,18.08019,million MMBtu
2060,2010-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.421,million MMBtu
2061,2010-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1501.08242,million MMBtu
2062,2010-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1330.12778,million MMBtu
2063,2010-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,170.95464,million MMBtu
2064,2010-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3937.49052,million MMBtu
2065,2010-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3766.53588,million MMBtu
2066,2010-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2436.4081,million MMBtu
2067,2010-08,US,U.S. Total,97,All Industrial,ALL,all fuels,267.05694,million MMBtu
2068,2010-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.43214,million MMBtu
2069,2010-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.64805,million MMBtu
2070,2010-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,257.40704,million MMBtu
2071,2010-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.6499,million MMBtu
2072,2010-07,US,U.S. Total,97,All Industrial,ALL,all fuels,260.20583,million MMBtu
2073,2010-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,171.88386,million MMBtu
2074,2010-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,251.29094,million MMBtu
2075,2010-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3786.64401,million MMBtu
2076,2010-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1490.27622,million MMBtu
2077,2010-07,US,U.S. Total,99,All Sectors,ALL,all fuels,4235.85058,million MMBtu
2078,2010-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3958.52787,million MMBtu
2079,2010-07,US,U.S. Total,96,All Commercial,ALL,all fuels,17.11688,million MMBtu
2080,2010-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.51109,million MMBtu
2081,2010-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1318.39236,million MMBtu
2082,2010-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.71645,million MMBtu
2083,2010-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2468.25165,million MMBtu
2084,2010-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.60579,million MMBtu
2085,2010-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.91489,million MMBtu
2086,2010-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3630.33196,million MMBtu
2087,2010-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.75982,million MMBtu
2088,2010-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.98878,million MMBtu
2089,2010-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3480.99788,million MMBtu
2090,2010-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,238.56249,million MMBtu
2091,2010-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2307.95614,million MMBtu
2092,2010-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1173.04174,million MMBtu
2093,2010-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1322.37582,million MMBtu
2094,2010-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,149.33408,million MMBtu
2095,2010-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.14252,million MMBtu
2096,2010-06,US,U.S. Total,97,All Industrial,ALL,all fuels,246.55128,million MMBtu
2097,2010-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3891.78558,million MMBtu
2098,2010-06,US,U.S. Total,96,All Commercial,ALL,all fuels,14.90234,million MMBtu
2099,2010-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,5.76163,million MMBtu
2100,2010-05,US,U.S. Total,99,All Sectors,ALL,all fuels,3434.75486,million MMBtu
2101,2010-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,2021.552,million MMBtu
2102,2010-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3043.0105,million MMBtu
2103,2010-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,234.60368,million MMBtu
2104,2010-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1021.4585,million MMBtu
2105,2010-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.12548,million MMBtu
2106,2010-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1154.68418,million MMBtu
2107,2010-05,US,U.S. Total,97,All Industrial,ALL,all fuels,243.76074,million MMBtu
2108,2010-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,133.22568,million MMBtu
2109,2010-05,US,U.S. Total,96,All Commercial,ALL,all fuels,14.75794,million MMBtu
2110,2010-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.77861,million MMBtu
2111,2010-05,US,U.S. Total,98,Electric Power,ALL,all fuels,3176.23618,million MMBtu
2112,2010-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.15706,million MMBtu
2113,2010-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.97933,million MMBtu
2114,2010-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1734.24484,million MMBtu
2115,2010-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.42981,million MMBtu
2116,2010-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2635.6273,million MMBtu
2117,2010-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.10051,million MMBtu
2118,2010-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.93291,million MMBtu
2119,2010-04,US,U.S. Total,99,All Sectors,ALL,all fuels,3027.79419,million MMBtu
2120,2010-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2764.26553,million MMBtu
2121,2010-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1030.02069,million MMBtu
2122,2010-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.71626,million MMBtu
2123,2010-04,US,U.S. Total,97,All Industrial,ALL,all fuels,249.38259,million MMBtu
2124,2010-04,US,U.S. Total,96,All Commercial,ALL,all fuels,14.14607,million MMBtu
2125,2010-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,128.63823,million MMBtu
2126,2010-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.44967,million MMBtu
2127,2010-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,901.38246,million MMBtu
2128,2010-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.46713,million MMBtu
2129,2010-03,US,U.S. Total,97,All Industrial,ALL,all fuels,252.88036,million MMBtu
2130,2010-03,US,U.S. Total,98,Electric Power,ALL,all fuels,3008.94552,million MMBtu
2131,2010-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3276.8468,million MMBtu
2132,2010-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1114.29768,million MMBtu
2133,2010-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.5538,million MMBtu
2134,2010-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1894.64784,million MMBtu
2135,2010-03,US,U.S. Total,96,All Commercial,ALL,all fuels,15.02093,million MMBtu
2136,2010-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.8759,million MMBtu
2137,2010-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.0242,million MMBtu
2138,2010-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,977.48258,million MMBtu
2139,2010-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,136.8151,million MMBtu
2140,2010-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2872.13042,million MMBtu
2141,2010-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.85616,million MMBtu
2142,2010-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.04712,million MMBtu
2143,2010-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3339.26293,million MMBtu
2144,2010-02,US,U.S. Total,98,Electric Power,ALL,all fuels,3089.74529,million MMBtu
2145,2010-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,227.3315,million MMBtu
2146,2010-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1114.29217,million MMBtu
2147,2010-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2955.26463,million MMBtu
2148,2010-02,US,U.S. Total,97,All Industrial,ALL,all fuels,234.68781,million MMBtu
2149,2010-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,979.81151,million MMBtu
2150,2010-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.78272,million MMBtu
2151,2010-02,US,U.S. Total,96,All Commercial,ALL,all fuels,14.82984,million MMBtu
2152,2010-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.00871,million MMBtu
2153,2010-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.35631,million MMBtu
2154,2010-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,134.48066,million MMBtu
2155,2010-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1975.45312,million MMBtu
2156,2010-01,US,U.S. Total,97,All Industrial,ALL,all fuels,257.88502,million MMBtu
2157,2010-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,2251.14471,million MMBtu
2158,2010-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,152.58365,million MMBtu
2159,2010-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3347.38719,million MMBtu
2160,2010-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1096.24248,million MMBtu
2161,2010-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,7.94568,million MMBtu
2162,2010-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3774.61591,million MMBtu
2163,2010-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3499.97083,million MMBtu
2164,2010-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.0167,million MMBtu
2165,2010-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.64558,million MMBtu
2166,2010-01,US,U.S. Total,96,All Commercial,ALL,all fuels,16.76006,million MMBtu
2167,2010-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1248.82613,million MMBtu
2168,2010-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,249.93934,million MMBtu
2169,2010-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.11448,million MMBtu
2170,2009-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1108.92431,million MMBtu
2171,2009-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3273.8406,million MMBtu
2172,2009-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.87064,million MMBtu
2173,2009-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,248.62956,million MMBtu
2174,2009-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,145.83879,million MMBtu
2175,2009-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3689.09277,million MMBtu
2176,2009-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1254.7631,million MMBtu
2177,2009-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3419.67939,million MMBtu
2178,2009-12,US,U.S. Total,97,All Industrial,ALL,all fuels,253.44451,million MMBtu
2179,2009-12,US,U.S. Total,96,All Commercial,ALL,all fuels,15.96888,million MMBtu
2180,2009-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,2164.91629,million MMBtu
2181,2009-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.81495,million MMBtu
2182,2009-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.64413,million MMBtu
2183,2009-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.32475,million MMBtu
2184,2009-11,US,U.S. Total,97,All Industrial,ALL,all fuels,236.25022,million MMBtu
2185,2009-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.308,million MMBtu
2186,2009-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1070.37314,million MMBtu
2187,2009-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2742.86227,million MMBtu
2188,2009-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3125.90767,million MMBtu
2189,2009-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.93055,million MMBtu
2190,2009-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.16389,million MMBtu
2191,2009-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,231.87918,million MMBtu
2192,2009-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.37104,million MMBtu
2193,2009-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,132.32329,million MMBtu
2194,2009-11,US,U.S. Total,96,All Commercial,ALL,all fuels,14.47189,million MMBtu
2195,2009-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1804.81243,million MMBtu
2196,2009-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,938.04985,million MMBtu
2197,2009-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2875.18556,million MMBtu
2198,2009-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.16373,million MMBtu
2199,2009-10,US,U.S. Total,97,All Industrial,ALL,all fuels,243.40807,million MMBtu
2200,2009-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.3771,million MMBtu
2201,2009-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,237.58427,million MMBtu
2202,2009-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,142.64791,million MMBtu
2203,2009-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2819.82692,million MMBtu
2204,2009-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1108.05458,million MMBtu
2205,2009-10,US,U.S. Total,98,Electric Power,ALL,all fuels,2962.47483,million MMBtu
2206,2009-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1854.42026,million MMBtu
2207,2009-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3219.91869,million MMBtu
2208,2009-10,US,U.S. Total,96,All Commercial,ALL,all fuels,14.03578,million MMBtu
2209,2009-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.8238,million MMBtu
2210,2009-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.87205,million MMBtu
2211,2009-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,965.40667,million MMBtu
2212,2009-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.61871,million MMBtu
2213,2009-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2991.16922,million MMBtu
2214,2009-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.3728,million MMBtu
2215,2009-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,237.56629,million MMBtu
2216,2009-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,151.06771,million MMBtu
2217,2009-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.61917,million MMBtu
2218,2009-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.27191,million MMBtu
2219,2009-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1045.65236,million MMBtu
2220,2009-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,1945.51686,million MMBtu
2221,2009-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1196.72007,million MMBtu
2222,2009-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3142.23694,million MMBtu
2223,2009-09,US,U.S. Total,97,All Industrial,ALL,all fuels,243.18499,million MMBtu
2224,2009-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3400.31301,million MMBtu
2225,2009-09,US,U.S. Total,96,All Commercial,ALL,all fuels,14.89109,million MMBtu
2226,2009-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3512.00035,million MMBtu
2227,2009-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.99367,million MMBtu
2228,2009-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,8.41487,million MMBtu
2229,2009-08,US,U.S. Total,99,All Sectors,ALL,all fuels,3954.04698,million MMBtu
2230,2009-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,171.40663,million MMBtu
2231,2009-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2252.502,million MMBtu
2232,2009-08,US,U.S. Total,97,All Industrial,ALL,all fuels,254.15461,million MMBtu
2233,2009-08,US,U.S. Total,96,All Commercial,ALL,all fuels,16.48539,million MMBtu
2234,2009-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3683.40698,million MMBtu
2235,2009-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1259.49835,million MMBtu
2236,2009-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,248.06835,million MMBtu
2237,2009-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.49172,million MMBtu
2238,2009-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1430.90498,million MMBtu
2239,2009-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,6.08626,million MMBtu
2240,2009-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.92653,million MMBtu
2241,2009-07,US,U.S. Total,99,All Sectors,ALL,all fuels,3866.64319,million MMBtu
2242,2009-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.88919,million MMBtu
2243,2009-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1363.50404,million MMBtu
2244,2009-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3442.58576,million MMBtu
2245,2009-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.32045,million MMBtu
2246,2009-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,2.29786,million MMBtu
2247,2009-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,241.89217,million MMBtu
2248,2009-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1202.88361,million MMBtu
2249,2009-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3603.20619,million MMBtu
2250,2009-07,US,U.S. Total,97,All Industrial,ALL,all fuels,247.8187,million MMBtu
2251,2009-07,US,U.S. Total,96,All Commercial,ALL,all fuels,15.6183,million MMBtu
2252,2009-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2239.70215,million MMBtu
2253,2009-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,160.62043,million MMBtu
2254,2009-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1083.74848,million MMBtu
2255,2009-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,2160.87999,million MMBtu
