,period,location,stateDescription,sectorid,sectorDescription,fueltypeid,fuelTypeDescription,total-consumption-btu,total-consumption-btu-units
279,2021-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,103.05939,million MMBtu
280,2021-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.62189,million MMBtu
281,2021-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3043.13956,million MMBtu
282,2021-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1146.80059,million MMBtu
283,2021-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1531.91002,million MMBtu
284,2021-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.91605,million MMBtu
285,2021-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.95091,million MMBtu
286,2021-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,101.36065,million MMBtu
287,2021-03,US,U.S. Total,98,Electric Power,ALL,all fuels,2780.07125,million MMBtu
288,2021-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.04626,million MMBtu
289,2021-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1248.16123,million MMBtu
290,2021-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2678.7106,million MMBtu
291,2021-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,239.15509,million MMBtu
292,2021-03,US,U.S. Total,97,All Industrial,ALL,all fuels,245.07114,million MMBtu
293,2021-03,US,U.S. Total,96,All Commercial,ALL,all fuels,17.99717,million MMBtu
294,2021-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1117.27487,million MMBtu
295,2021-02,US,U.S. Total,97,All Industrial,ALL,all fuels,226.22436,million MMBtu
296,2021-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3189.49344,million MMBtu
297,2021-02,US,U.S. Total,98,Electric Power,ALL,all fuels,2945.33117,million MMBtu
298,2021-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2840.89566,million MMBtu
299,2021-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,4.64019,million MMBtu
300,2021-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.53117,million MMBtu
301,2021-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,221.58417,million MMBtu
302,2021-02,US,U.S. Total,96,All Commercial,ALL,all fuels,17.93791,million MMBtu
303,2021-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1221.71038,million MMBtu
304,2021-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.06408,million MMBtu
305,2021-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1723.62079,million MMBtu
306,2021-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.40675,million MMBtu
307,2021-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,104.43551,million MMBtu
308,2021-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.92736,million MMBtu
309,2021-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2995.78323,million MMBtu
310,2021-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,5.78657,million MMBtu
311,2021-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1321.29403,million MMBtu
312,2021-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,260.9309,million MMBtu
313,2021-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.69557,million MMBtu
314,2021-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.15202,million MMBtu
315,2021-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,1793.62017,million MMBtu
316,2021-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,119.13098,million MMBtu
317,2021-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1202.16305,million MMBtu
318,2021-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3401.47925,million MMBtu
319,2021-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3114.9142,million MMBtu
320,2021-01,US,U.S. Total,97,All Industrial,ALL,all fuels,266.71746,million MMBtu
321,2021-01,US,U.S. Total,96,All Commercial,ALL,all fuels,19.84759,million MMBtu
322,2020-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1207.95563,million MMBtu
323,2020-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.98779,million MMBtu
324,2020-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.50972,million MMBtu
325,2020-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,10.73406,million MMBtu
326,2020-12,US,U.S. Total,96,All Commercial,ALL,all fuels,19.49751,million MMBtu
327,2020-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3070.46308,million MMBtu
328,2020-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3357.2016,million MMBtu
329,2020-12,US,U.S. Total,97,All Industrial,ALL,all fuels,267.24102,million MMBtu
330,2020-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,256.50696,million MMBtu
331,2020-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1329.6963,million MMBtu
332,2020-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2948.72241,million MMBtu
333,2020-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.92256,million MMBtu
334,2020-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,1740.76678,million MMBtu
335,2020-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,121.74067,million MMBtu
336,2020-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2689.11202,million MMBtu
337,2020-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,108.57095,million MMBtu
338,2020-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1104.65818,million MMBtu
339,2020-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,234.03252,million MMBtu
340,2020-11,US,U.S. Total,99,All Sectors,ALL,all fuels,2950.51834,million MMBtu
341,2020-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1475.88289,million MMBtu
342,2020-11,US,U.S. Total,97,All Industrial,ALL,all fuels,243.62993,million MMBtu
343,2020-11,US,U.S. Total,96,All Commercial,ALL,all fuels,17.77638,million MMBtu
344,2020-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.42311,million MMBtu
345,2020-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2580.54107,million MMBtu
346,2020-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.78893,million MMBtu
347,2020-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.59741,million MMBtu
348,2020-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.98745,million MMBtu
349,2020-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1213.22913,million MMBtu
350,2020-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1543.50755,million MMBtu
351,2020-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1239.78713,million MMBtu
352,2020-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.41358,million MMBtu
353,2020-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3049.36454,million MMBtu
354,2020-10,US,U.S. Total,96,All Commercial,ALL,all fuels,18.27756,million MMBtu
355,2020-10,US,U.S. Total,98,Electric Power,ALL,all fuels,2783.29468,million MMBtu
356,2020-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,238.37872,million MMBtu
357,2020-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2668.90505,million MMBtu
358,2020-10,US,U.S. Total,97,All Industrial,ALL,all fuels,247.79229,million MMBtu
359,2020-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.1682,million MMBtu
360,2020-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,114.38963,million MMBtu
361,2020-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.39713,million MMBtu
362,2020-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.88043,million MMBtu
363,2020-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1125.3975,million MMBtu
364,2020-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,1705.08935,million MMBtu
365,2020-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3222.97635,million MMBtu
366,2020-09,US,U.S. Total,98,Electric Power,ALL,all fuels,2971.39992,million MMBtu
367,2020-09,US,U.S. Total,96,All Commercial,ALL,all fuels,18.5187,million MMBtu
368,2020-09,US,U.S. Total,97,All Industrial,ALL,all fuels,233.05772,million MMBtu
369,2020-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1266.31057,million MMBtu
370,2020-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2849.80841,million MMBtu
371,2020-09,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.66243,million MMBtu
372,2020-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.66929,million MMBtu
373,2020-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,224.22296,million MMBtu
374,2020-09,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1144.71905,million MMBtu
375,2020-09,US,U.S. Total,3,IPP CHP,ALL,all fuels,121.59152,million MMBtu
376,2020-09,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.83476,million MMBtu
377,2020-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.84941,million MMBtu
378,2020-08,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3437.18679,million MMBtu
379,2020-08,US,U.S. Total,97,All Industrial,ALL,all fuels,249.51975,million MMBtu
380,2020-08,US,U.S. Total,99,All Sectors,ALL,all fuels,3841.10978,million MMBtu
381,2020-08,US,U.S. Total,98,Electric Power,ALL,all fuels,3570.88522,million MMBtu
382,2020-08,US,U.S. Total,7,Industrial CHP,ALL,all fuels,239.94519,million MMBtu
383,2020-08,US,U.S. Total,3,IPP CHP,ALL,all fuels,133.69843,million MMBtu
384,2020-08,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.57456,million MMBtu
385,2020-08,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1345.09621,million MMBtu
386,2020-08,US,U.S. Total,1,Electric Utility,ALL,all fuels,2092.09058,million MMBtu
387,2020-08,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.49476,million MMBtu
388,2020-08,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.70559,million MMBtu
389,2020-08,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1478.79464,million MMBtu
390,2020-08,US,U.S. Total,96,All Commercial,ALL,all fuels,20.70481,million MMBtu
391,2020-08,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.21006,million MMBtu
392,2020-07,US,U.S. Total,1,Electric Utility,ALL,all fuels,2142.31277,million MMBtu
393,2020-07,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1397.22046,million MMBtu
394,2020-07,US,U.S. Total,7,Industrial CHP,ALL,all fuels,240.40914,million MMBtu
395,2020-07,US,U.S. Total,3,IPP CHP,ALL,all fuels,135.10628,million MMBtu
396,2020-07,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.28941,million MMBtu
397,2020-07,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1532.32675,million MMBtu
398,2020-07,US,U.S. Total,97,All Industrial,ALL,all fuels,249.84478,million MMBtu
399,2020-07,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3539.53323,million MMBtu
400,2020-07,US,U.S. Total,96,All Commercial,ALL,all fuels,21.37469,million MMBtu
401,2020-07,US,U.S. Total,98,Electric Power,ALL,all fuels,3674.63951,million MMBtu
402,2020-07,US,U.S. Total,99,All Sectors,ALL,all fuels,3945.85897,million MMBtu
403,2020-07,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.36541,million MMBtu
404,2020-07,US,U.S. Total,5,Commercial CHP,ALL,all fuels,16.00928,million MMBtu
405,2020-07,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.43564,million MMBtu
406,2020-06,US,U.S. Total,99,All Sectors,ALL,all fuels,3400.26582,million MMBtu
407,2020-06,US,U.S. Total,7,Industrial CHP,ALL,all fuels,228.17537,million MMBtu
408,2020-06,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.97375,million MMBtu
409,2020-06,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3029.04362,million MMBtu
410,2020-06,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1228.81119,million MMBtu
411,2020-06,US,U.S. Total,98,Electric Power,ALL,all fuels,3144.57562,million MMBtu
412,2020-06,US,U.S. Total,97,All Industrial,ALL,all fuels,237.14912,million MMBtu
413,2020-06,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1344.34319,million MMBtu
414,2020-06,US,U.S. Total,96,All Commercial,ALL,all fuels,18.54108,million MMBtu
415,2020-06,US,U.S. Total,3,IPP CHP,ALL,all fuels,115.532,million MMBtu
416,2020-06,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.55135,million MMBtu
417,2020-06,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.42121,million MMBtu
418,2020-06,US,U.S. Total,1,Electric Utility,ALL,all fuels,1800.23243,million MMBtu
419,2020-06,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.11987,million MMBtu
420,2020-05,US,U.S. Total,97,All Industrial,ALL,all fuels,238.65412,million MMBtu
421,2020-05,US,U.S. Total,99,All Sectors,ALL,all fuels,2962.59989,million MMBtu
422,2020-05,US,U.S. Total,98,Electric Power,ALL,all fuels,2706.65305,million MMBtu
423,2020-05,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1178.50329,million MMBtu
424,2020-05,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2602.69317,million MMBtu
425,2020-05,US,U.S. Total,7,Industrial CHP,ALL,all fuels,230.39048,million MMBtu
426,2020-05,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.26364,million MMBtu
427,2020-05,US,U.S. Total,1,Electric Utility,ALL,all fuels,1528.14976,million MMBtu
428,2020-05,US,U.S. Total,5,Commercial CHP,ALL,all fuels,12.00068,million MMBtu
429,2020-05,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.29204,million MMBtu
430,2020-05,US,U.S. Total,96,All Commercial,ALL,all fuels,17.29271,million MMBtu
431,2020-05,US,U.S. Total,3,IPP CHP,ALL,all fuels,103.95988,million MMBtu
432,2020-05,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.7802,million MMBtu
433,2020-05,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1074.54341,million MMBtu
434,2020-04,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.12081,million MMBtu
435,2020-04,US,U.S. Total,5,Commercial CHP,ALL,all fuels,11.6978,million MMBtu
436,2020-04,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.94432,million MMBtu
437,2020-04,US,U.S. Total,3,IPP CHP,ALL,all fuels,100.47368,million MMBtu
438,2020-04,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1002.99202,million MMBtu
439,2020-04,US,U.S. Total,98,Electric Power,ALL,all fuels,2465.17378,million MMBtu
440,2020-04,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1103.4657,million MMBtu
441,2020-04,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2364.7001,million MMBtu
442,2020-04,US,U.S. Total,97,All Industrial,ALL,all fuels,251.20007,million MMBtu
443,2020-04,US,U.S. Total,96,All Commercial,ALL,all fuels,16.64211,million MMBtu
444,2020-04,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.01948,million MMBtu
445,2020-04,US,U.S. Total,1,Electric Utility,ALL,all fuels,1361.70808,million MMBtu
446,2020-04,US,U.S. Total,99,All Sectors,ALL,all fuels,2733.01596,million MMBtu
447,2020-04,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.07926,million MMBtu
448,2020-03,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.33005,million MMBtu
449,2020-03,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2616.32803,million MMBtu
450,2020-03,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.86355,million MMBtu
451,2020-03,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.73736,million MMBtu
452,2020-03,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.17118,million MMBtu
453,2020-03,US,U.S. Total,97,All Industrial,ALL,all fuels,271.82323,million MMBtu
454,2020-03,US,U.S. Total,98,Electric Power,ALL,all fuels,2730.99341,million MMBtu
455,2020-03,US,U.S. Total,99,All Sectors,ALL,all fuels,3021.72519,million MMBtu
456,2020-03,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1077.53736,million MMBtu
457,2020-03,US,U.S. Total,3,IPP CHP,ALL,all fuels,114.66538,million MMBtu
458,2020-03,US,U.S. Total,96,All Commercial,ALL,all fuels,18.90855,million MMBtu
459,2020-03,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1192.20274,million MMBtu
460,2020-03,US,U.S. Total,1,Electric Utility,ALL,all fuels,1538.79067,million MMBtu
461,2020-03,US,U.S. Total,7,Industrial CHP,ALL,all fuels,262.49318,million MMBtu
462,2020-02,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1103.25216,million MMBtu
463,2020-02,US,U.S. Total,99,All Sectors,ALL,all fuels,3104.7642,million MMBtu
464,2020-02,US,U.S. Total,98,Electric Power,ALL,all fuels,2815.97893,million MMBtu
465,2020-02,US,U.S. Total,97,All Industrial,ALL,all fuels,269.46039,million MMBtu
466,2020-02,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2702.11682,million MMBtu
467,2020-02,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1217.11426,million MMBtu
468,2020-02,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.36815,million MMBtu
469,2020-02,US,U.S. Total,7,Industrial CHP,ALL,all fuels,261.09225,million MMBtu
470,2020-02,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.70338,million MMBtu
471,2020-02,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.6215,million MMBtu
472,2020-02,US,U.S. Total,96,All Commercial,ALL,all fuels,19.32489,million MMBtu
473,2020-02,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.33774,million MMBtu
474,2020-02,US,U.S. Total,1,Electric Utility,ALL,all fuels,1598.86466,million MMBtu
475,2020-02,US,U.S. Total,3,IPP CHP,ALL,all fuels,113.8621,million MMBtu
476,2020-01,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1299.97941,million MMBtu
477,2020-01,US,U.S. Total,1,Electric Utility,ALL,all fuels,1730.61007,million MMBtu
478,2020-01,US,U.S. Total,99,All Sectors,ALL,all fuels,3342.77858,million MMBtu
479,2020-01,US,U.S. Total,7,Industrial CHP,ALL,all fuels,282.35991,million MMBtu
480,2020-01,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,9.06898,million MMBtu
481,2020-01,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2904.89132,million MMBtu
482,2020-01,US,U.S. Total,98,Electric Power,ALL,all fuels,3030.58948,million MMBtu
483,2020-01,US,U.S. Total,3,IPP CHP,ALL,all fuels,125.69817,million MMBtu
484,2020-01,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.63643,million MMBtu
485,2020-01,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.12376,million MMBtu
486,2020-01,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1174.28125,million MMBtu
487,2020-01,US,U.S. Total,97,All Industrial,ALL,all fuels,291.4289,million MMBtu
488,2020-01,US,U.S. Total,96,All Commercial,ALL,all fuels,20.7602,million MMBtu
489,2020-01,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.89647,million MMBtu
490,2019-12,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1189.0141,million MMBtu
491,2019-12,US,U.S. Total,96,All Commercial,ALL,all fuels,20.90037,million MMBtu
492,2019-12,US,U.S. Total,95,Coal Consumption,ALL,all fuels,7.14499,million MMBtu
493,2019-12,US,U.S. Total,7,Industrial CHP,ALL,all fuels,258.78738,million MMBtu
494,2019-12,US,U.S. Total,5,Commercial CHP,ALL,all fuels,15.63232,million MMBtu
495,2019-12,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.70343,million MMBtu
496,2019-12,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.26805,million MMBtu
497,2019-12,US,U.S. Total,99,All Sectors,ALL,all fuels,3300.09613,million MMBtu
498,2019-12,US,U.S. Total,98,Electric Power,ALL,all fuels,3011.70495,million MMBtu
499,2019-12,US,U.S. Total,97,All Industrial,ALL,all fuels,267.49081,million MMBtu
500,2019-12,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1314.27682,million MMBtu
501,2019-12,US,U.S. Total,1,Electric Utility,ALL,all fuels,1697.42813,million MMBtu
502,2019-12,US,U.S. Total,3,IPP CHP,ALL,all fuels,125.26272,million MMBtu
503,2019-12,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2886.44223,million MMBtu
504,2019-11,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,4.88372,million MMBtu
505,2019-11,US,U.S. Total,97,All Industrial,ALL,all fuels,256.52339,million MMBtu
506,2019-11,US,U.S. Total,96,All Commercial,ALL,all fuels,19.11475,million MMBtu
507,2019-11,US,U.S. Total,3,IPP CHP,ALL,all fuels,118.98455,million MMBtu
508,2019-11,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.83382,million MMBtu
509,2019-11,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1117.55128,million MMBtu
510,2019-11,US,U.S. Total,1,Electric Utility,ALL,all fuels,1590.27444,million MMBtu
511,2019-11,US,U.S. Total,99,All Sectors,ALL,all fuels,3102.44842,million MMBtu
512,2019-11,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1236.53583,million MMBtu
513,2019-11,US,U.S. Total,7,Industrial CHP,ALL,all fuels,248.17362,million MMBtu
514,2019-11,US,U.S. Total,98,Electric Power,ALL,all fuels,2826.81028,million MMBtu
515,2019-11,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.34978,million MMBtu
516,2019-11,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.23103,million MMBtu
517,2019-11,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2707.82573,million MMBtu
518,2019-10,US,U.S. Total,6,Industrial Non-CHP,ALL,all fuels,8.37967,million MMBtu
519,2019-10,US,U.S. Total,96,All Commercial,ALL,all fuels,18.67613,million MMBtu
520,2019-10,US,U.S. Total,99,All Sectors,ALL,all fuels,3128.06097,million MMBtu
521,2019-10,US,U.S. Total,95,Coal Consumption,ALL,all fuels,6.822,million MMBtu
522,2019-10,US,U.S. Total,3,IPP CHP,ALL,all fuels,117.42434,million MMBtu
523,2019-10,US,U.S. Total,1,Electric Utility,ALL,all fuels,1580.07977,million MMBtu
524,2019-10,US,U.S. Total,2,IPP Non-CHP,ALL,all fuels,1159.94972,million MMBtu
525,2019-10,US,U.S. Total,98,Electric Power,ALL,all fuels,2857.45383,million MMBtu
526,2019-10,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,2740.02949,million MMBtu
527,2019-10,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.06131,million MMBtu
528,2019-10,US,U.S. Total,97,All Industrial,ALL,all fuels,251.93102,million MMBtu
529,2019-10,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1277.37406,million MMBtu
530,2019-10,US,U.S. Total,7,Industrial CHP,ALL,all fuels,243.55135,million MMBtu
531,2019-10,US,U.S. Total,5,Commercial CHP,ALL,all fuels,13.61482,million MMBtu
532,2019-09,US,U.S. Total,90,Electric Power Sector Non-CHP,ALL,all fuels,3113.72701,million MMBtu
533,2019-09,US,U.S. Total,98,Electric Power,ALL,all fuels,3233.31276,million MMBtu
534,2019-09,US,U.S. Total,99,All Sectors,ALL,all fuels,3501.15205,million MMBtu
535,2019-09,US,U.S. Total,5,Commercial CHP,ALL,all fuels,14.27016,million MMBtu
536,2019-09,US,U.S. Total,1,Electric Utility,ALL,all fuels,1855.63241,million MMBtu
537,2019-09,US,U.S. Total,7,Industrial CHP,ALL,all fuels,239.68077,million MMBtu
538,2019-09,US,U.S. Total,4,Commercial Non-CHP,ALL,all fuels,5.24976,million MMBtu
539,2019-09,US,U.S. Total,96,All Commercial,ALL,all fuels,19.51992,million MMBtu
540,2019-09,US,U.S. Total,94,Independent Power Producers,ALL,all fuels,1377.68036,million MMBtu
